YEAR_COURSE,PROV_NAME,SBJ_NAME, STUDENT_CNT ,AVG_SCORE,SD_SCORE,MED_SCORE,MOD_SCORE,MIN_SCORE,MAX_SCORE
2564,???????,??????????," 12,816 ",29.73,13.31,28.13,25.00,0.00,100.00
2564,???????,??????????," 12,866 ",23.16,13.42,19.00,19.00,0.00,100.00
2564,???????,???????????," 12,862 ",30.43,9.39,29.50,28.75,2.75,91.75
2564,????????,???????," 7,615 ",47.85,16.12,47.71,46.92,0.00,97.50
2564,????????,??????????," 7,570 ",29.91,12.70,28.13,28.13,0.00,96.88
2564,????????,??????????," 7,600 ",23.73,13.80,20.25,19.00,0.00,100.00
2564,????????,???????????," 7,570 ",30.68,9.35,29.50,26.75,2.75,94.50
2564,???,???????," 2,963 ",48.12,15.87,48.09,27.01,3.74,95.28
2564,???,??????????," 2,940 ",28.39,11.77,28.13,25.00,0.00,96.88
2564,???,??????????," 2,959 ",22.84,13.43,19.00,19.00,0.00,100.00
2564,???,???????????," 2,946 ",30.34,9.26,28.75,26.00,5.50,79.50
2564,???????,???????," 3,757 ",48.46,15.92,48.32,45.96,4.24,89.91
2564,???????,??????????," 3,706 ",29.02,11.75,28.13,25.00,3.13,96.88
2564,???????,??????????," 3,758 ",22.67,12.16,19.00,19.00,0.00,100.00
2564,???????,???????????," 3,726 ",30.05,8.88,28.75,26.75,5.50,78.75
2564,?????????,???????," 3,754 ",51.07,16.91,52.06,42.82,7.47,91.75
2564,?????????,??????????," 3,743 ",30.51,13.67,28.13,25.00,0.00,93.75
2564,?????????,??????????," 3,750 ",25.32,14.93,23.75,19.00,0.00,100.00
2564,?????????,???????????," 3,741 ",31.72,10.11,30.75,26.75,7.50,87.00
2564,????????,???????," 5,994 ",49.76,16.34,50.04,63.37,7.74,92.41
2564,????????,??????????," 5,913 ",29.58,12.79,28.13,28.13,0.00,96.88
2564,????????,??????????," 5,990 ",24.06,14.07,20.25,19.00,0.00,100.00
2564,????????,???????????," 5,939 ",31.08,9.92,30.00,28.75,2.00,91.75
2564,?????????,???????," 6,060 ",47.23,15.50,47.49,60.15,8.46,90.52
2564,?????????,??????????," 5,998 ",27.88,10.76,25.00,25.00,0.00,90.63
2564,?????????,??????????," 6,026 ",22.12,11.29,19.00,19.00,0.00,100.00
2564,?????????,???????????," 6,010 ",30.20,8.69,29.50,26.75,2.75,80.75
2564,??????,???????," 6,856 ",48.31,15.79,48.56,63.37,6.60,91.64
2564,??????,??????????," 6,788 ",28.26,11.30,28.13,25.00,3.13,100.00
2564,??????,??????????," 6,833 ",22.63,11.98,19.00,19.00,0.00,100.00
2564,??????,???????????," 6,823 ",30.26,8.88,29.50,24.00,5.50,78.00
2564,??????,???????," 3,400 ",46.12,15.27,46.04,24.65,8.58,89.28
2564,??????,??????????," 3,386 ",27.67,10.19,25.00,21.88,0.00,90.63
2564,??????,??????????," 3,397 ",21.50,11.00,19.00,19.00,0.00,100.00
2564,??????,???????????," 3,390 ",29.57,8.49,28.75,26.75,2.00,72.50
2564,????????,???????," 1,575 ",50.82,16.18,51.07,56.65,9.85,92.02
2564,????????,??????????," 1,566 ",29.99,13.47,28.13,25.00,3.13,93.75
2564,????????,??????????," 1,579 ",26.75,18.54,23.75,19.00,0.00,100.00
2564,????????,???????????," 1,576 ",32.07,10.59,30.75,28.75,8.25,86.25
2564,?????????,???????," 8,749 ",54.40,16.59,55.51,52.06,5.11,96.64
2564,?????????,??????????," 8,732 ",33.85,16.90,28.13,25.00,0.00,100.00
2564,?????????,??????????," 8,746 ",26.05,15.54,23.75,19.00,0.00,100.00
2564,?????????,???????????," 8,739 ",32.74,10.52,31.50,26.00,4.75,86.25
2564,?????,???????," 1,883 ",55.83,15.54,57.28,72.36,7.00,91.53
2564,?????,??????????," 1,863 ",31.80,13.26,31.25,28.13,6.25,96.88
2564,?????,??????????," 1,882 ",25.47,14.03,23.75,19.00,0.00,100.00
2564,?????,???????????," 1,868 ",33.75,9.94,33.50,31.50,8.25,80.75
2564,?????,???????," 3,671 ",54.51,15.83,55.42,55.28,8.58,97.25
2564,?????,??????????," 3,667 ",31.72,13.91,28.13,28.13,0.00,100.00
2564,?????,??????????," 3,678 ",26.09,15.17,23.75,19.00,0.00,100.00
2564,?????,???????????," 3,667 ",32.74,10.31,31.50,31.50,7.50,80.75
2564,?????????,???????," 2,252 ",54.05,15.75,54.78,66.61,10.47,93.52
2564,?????????,??????????," 2,242 ",31.34,13.50,28.13,25.00,3.13,93.75
2564,?????????,??????????," 2,252 ",25.06,14.58,23.75,19.00,0.00,100.00
2564,?????????,???????????," 2,244 ",31.65,9.47,30.75,24.00,5.50,80.75
2564,????,???????," 2,032 ",57.03,16.40,58.77,62.64,7.49,95.00
2564,????,??????????," 2,028 ",32.68,13.78,31.25,25.00,3.13,96.88
2564,????,??????????," 2,030 ",27.00,16.05,23.75,19.00,0.00,100.00
2564,????,???????????," 2,029 ",33.95,10.77,32.75,28.75,10.25,80.75
2564,????,???????," 3,016 ",54.09,16.15,54.86,42.71,6.25,95.50
2564,????,??????????," 3,003 ",30.95,13.74,28.13,28.13,0.00,93.75
2564,????,??????????," 3,007 ",26.38,16.81,23.75,19.00,0.00,100.00
2564,????,???????????," 3,007 ",33.30,10.88,32.25,28.75,7.50,89.75
2564,?????,???????," 2,739 ",55.43,15.51,56.42,60.28,5.25,96.88
2564,?????,??????????," 2,736 ",31.33,13.30,28.13,28.13,6.25,96.88
2564,?????,??????????," 2,739 ",25.63,14.83,23.75,19.00,0.00,100.00
2564,?????,???????????," 2,736 ",33.10,10.18,31.50,31.50,7.50,91.75
2564,????????,???????," 7,097 ",54.58,15.68,55.76,60.40,5.72,94.89
2564,????????,??????????," 7,065 ",32.03,14.36,28.13,28.13,0.00,100.00
2564,????????,??????????," 7,098 ",25.26,14.92,23.75,19.00,0.00,100.00
2564,????????,???????????," 7,073 ",32.57,10.21,31.50,28.75,2.75,87.75
2564,??????????,???????," 2,844 ",49.40,15.61,49.33,62.26,5.22,89.67
2564,??????????,??????????," 2,841 ",27.47,10.03,28.13,21.88,6.25,90.63
2564,??????????,??????????," 2,840 ",21.70,10.57,19.00,19.00,0.00,95.25
2564,??????????,???????????," 2,840 ",29.87,8.59,29.50,26.00,4.75,80.75
2564,?????????,???????," 4,061 ",50.96,15.83,51.40,56.54,8.08,91.53
2564,?????????,??????????," 4,055 ",30.74,13.85,28.13,25.00,3.13,100.00
2564,?????????,??????????," 4,061 ",24.18,14.34,23.75,19.00,0.00,100.00
2564,?????????,???????????," 4,055 ",31.42,9.79,30.25,28.75,2.75,94.50
2564,?????????,???????," 1,952 ",49.37,15.57,49.17,34.13,10.94,92.91
2564,?????????,??????????," 1,943 ",28.07,10.47,28.13,28.13,3.13,90.63
2564,?????????,??????????," 1,948 ",23.12,12.28,20.25,19.00,0.00,100.00
2564,?????????,???????????," 1,945 ",30.52,8.86,29.50,28.75,8.25,83.50
2564,?????????,???????," 5,863 ",48.11,15.42,48.57,45.46,3.00,90.39
2564,?????????,??????????," 5,849 ",28.65,11.27,28.13,25.00,0.00,96.88
2564,?????????,??????????," 5,856 ",22.66,11.70,19.00,19.00,0.00,100.00
2564,?????????,???????????," 5,855 ",30.09,8.72,29.50,28.75,2.75,80.75
2564,???,???????," 4,839 ",47.37,15.71,46.84,24.65,4.36,93.03
2564,???,??????????," 4,815 ",28.23,10.92,28.13,25.00,0.00,90.63
2564,???,??????????," 4,835 ",22.44,11.63,19.00,19.00,0.00,100.00
2564,???,???????????," 4,832 ",29.86,8.86,29.25,24.00,6.75,72.50
2564,???????,???????," 2,583 ",51.23,16.09,51.78,22.66,10.44,90.05
2564,???????,??????????," 2,580 ",28.59,11.28,28.13,25.00,6.25,87.50
2564,???????,??????????," 2,584 ",23.27,12.37,23.75,19.00,0.00,100.00
2564,???????,???????????," 2,583 ",30.61,9.00,30.00,31.50,4.75,70.50
2564,????????,???????," 4,574 ",53.55,15.90,54.42,59.67,2.50,97.75
2564,????????,??????????," 4,572 ",31.52,14.60,28.13,25.00,3.13,100.00
2564,????????,??????????," 4,574 ",25.92,16.40,23.75,19.00,0.00,100.00
2564,????????,???????????," 4,566 ",32.22,10.39,30.75,31.50,7.50,91.75
2564,??????,???????," 3,671 ",49.00,16.11,49.28,55.29,5.74,94.52
2564,??????,??????????," 3,661 ",28.93,11.12,28.13,25.00,3.13,93.75
2564,??????,??????????," 3,667 ",22.76,12.16,19.00,19.00,0.00,100.00
2564,??????,???????????," 3,665 ",30.29,9.00,29.50,26.75,8.25,78.00
2564,?????????,???????," 3,417 ",50.43,15.50,50.90,60.15,5.61,92.02
2564,?????????,??????????," 3,411 ",29.13,12.12,28.13,25.00,3.13,96.88
2564,?????????,??????????," 3,420 ",22.36,12.52,19.00,19.00,0.00,100.00
2564,?????????,???????????," 3,411 ",30.42,9.27,29.50,26.75,5.50,83.50
2564,???????,???????," 2,349 ",55.86,15.91,57.15,58.78,2.00,91.55
2564,???????,??????????," 2,349 ",32.32,14.12,28.13,25.00,6.25,90.63
2564,???????,??????????," 2,346 ",25.65,15.54,23.75,19.00,0.00,100.00
2564,???????,???????????," 2,349 ",32.75,10.48,31.50,26.75,5.50,84.25
2564,?????????,???????," 2,497 ",50.30,15.69,51.06,64.00,3.00,91.91
2564,?????????,??????????," 2,491 ",29.38,12.53,28.13,25.00,6.25,96.88
2564,?????????,??????????," 2,486 ",23.54,13.18,19.00,19.00,0.00,100.00
2564,?????????,???????????," 2,487 ",30.67,9.13,29.50,29.50,5.50,80.75
2564,??????????,???????," 2,746 ",56.06,14.57,57.50,56.29,8.08,91.03
2564,??????????,??????????," 2,743 ",31.06,13.03,28.13,25.00,3.13,87.50
2564,??????????,??????????," 2,747 ",26.05,14.52,23.75,19.00,0.00,100.00
2564,??????????,???????????," 2,744 ",32.76,10.09,31.50,28.75,7.50,79.50
2564,??????,???????," 2,268 ",58.34,15.87,59.74,68.00,8.08,94.00
2564,??????,??????????," 2,262 ",36.44,17.15,31.25,28.13,3.13,100.00
2564,??????,??????????," 2,265 ",27.85,16.73,23.75,19.00,0.00,100.00
2564,??????,???????????," 2,262 ",34.29,10.94,32.75,34.25,9.50,84.25
2564,?????????,???????," 1,497 ",54.66,14.58,56.01,45.70,12.19,92.16
2564,?????????,??????????," 1,497 ",29.98,11.65,28.13,25.00,3.13,90.63
2564,?????????,??????????," 1,497 ",23.25,11.91,23.75,19.00,0.00,89.25
2564,?????????,???????????," 1,497 ",31.40,9.02,30.75,24.00,9.50,65.75
2564,???????????,???????, 516 ,59.88,14.28,61.05,59.03,17.44,92.41
2564,???????????,??????????, 513 ,36.12,16.03,31.25,28.13,9.38,90.63
2564,???????????,??????????, 515 ,29.62,18.90,23.75,23.75,0.00,100.00
2564,???????????,???????????, 514 ,35.12,11.39,33.50,28.75,7.50,83.50
2564,????????,???????," 1,754 ",55.09,16.01,56.93,57.29,11.08,91.16
2564,????????,??????????," 1,756 ",32.16,15.08,28.13,25.00,3.13,93.75
2564,????????,??????????," 1,754 ",27.68,17.93,23.75,19.00,0.00,100.00
2564,????????,???????????," 1,756 ",32.87,11.07,31.50,28.75,5.50,91.75
2564,???????????????,???????," 2,245 ",54.08,15.69,55.28,47.46,9.46,95.64
2564,???????????????,??????????," 2,243 ",30.53,12.96,28.13,28.13,3.13,100.00
2564,???????????????,??????????," 2,244 ",24.04,12.58,23.75,19.00,0.00,95.25
2564,???????????????,???????????," 2,244 ",31.30,9.43,30.75,26.75,7.50,81.50
2564,?????????????,???????," 8,005 ",54.46,15.98,55.51,71.86,4.00,95.14
2564,?????????????,??????????," 7,988 ",30.13,12.77,28.13,25.00,3.13,100.00
2564,?????????????,??????????," 8,002 ",25.66,15.31,23.75,19.00,0.00,100.00
2564,?????????????,???????????," 7,989 ",32.01,9.97,30.75,28.75,7.50,89.75
2564,??????,???????," 2,974 ",51.85,16.63,52.64,49.43,8.10,93.28
2564,??????,??????????," 2,965 ",29.98,12.71,28.13,25.00,3.13,93.75
2564,??????,??????????," 2,975 ",23.61,12.94,23.75,19.00,0.00,100.00
2564,??????,???????????," 2,965 ",30.81,9.34,30.00,28.75,0.00,87.00
2564,?????,???????," 1,098 ",55.33,16.37,55.94,51.56,9.10,94.02
2564,?????,??????????," 1,096 ",30.02,12.73,28.13,25.00,3.13,93.75
2564,?????,??????????," 1,097 ",25.01,15.07,23.75,19.00,0.00,100.00
2564,?????,???????????," 1,095 ",32.07,10.16,31.50,31.50,7.50,70.50
2564,??????,???????," 1,415 ",58.62,15.84,59.78,67.12,14.21,95.89
2564,??????,??????????," 1,409 ",38.34,18.56,34.38,31.25,6.25,100.00
2564,??????,??????????," 1,414 ",30.43,20.96,23.75,19.00,0.00,100.00
2564,??????,???????????," 1,409 ",34.89,12.15,32.75,30.75,7.50,91.75
2564,????????????,???????," 6,714 ",53.11,15.83,54.29,57.65,3.36,97.88
2564,????????????,??????????," 6,594 ",30.79,13.78,28.13,25.00,3.13,96.88
2564,????????????,??????????," 6,714 ",23.84,13.55,23.75,19.00,0.00,100.00
2564,????????????,???????????," 6,598 ",31.62,9.70,30.75,31.50,2.75,87.00
2564,?????,???????, 941 ,47.02,15.91,46.67,35.73,10.58,90.67
2564,?????,??????????, 936 ,27.48,10.97,25.00,28.13,3.13,81.25
2564,?????,??????????, 933 ,21.71,12.00,19.00,19.00,0.00,90.50
2564,?????,???????????, 941 ,29.40,8.65,28.75,26.75,10.25,72.50
2564,?????,???????," 2,847 ",55.39,14.73,56.46,75.59,6.74,96.39
2564,?????,??????????," 2,842 ",30.03,12.75,28.13,25.00,0.00,100.00
2564,?????,??????????," 2,849 ",25.30,13.99,23.75,23.75,0.00,100.00
2564,?????,???????????," 2,844 ",32.18,9.83,30.75,26.75,7.50,80.75
2564,?????,???????," 7,609 ",54.21,16.40,55.51,65.75,7.08,95.02
2564,?????,??????????," 7,596 ",33.04,15.38,31.25,28.13,0.00,100.00
2564,?????,??????????," 7,602 ",26.68,17.58,23.75,19.00,0.00,100.00
2564,?????,???????????," 7,597 ",32.70,11.19,31.50,28.75,5.50,89.75
2564,????,???????," 2,164 ",50.61,16.11,51.66,63.89,5.86,91.02
2564,????,??????????," 2,151 ",28.71,11.27,28.13,28.13,3.13,93.75
2564,????,??????????," 2,163 ",23.25,12.96,19.00,19.00,0.00,100.00
2564,????,???????????," 2,152 ",30.65,9.18,29.50,26.00,5.50,71.25
2564,????,???????," 5,043 ",54.15,16.40,55.54,65.12,10.46,97.75
2564,????,??????????," 5,014 ",31.12,13.41,28.13,25.00,3.13,96.88
2564,????,??????????," 5,041 ",26.35,16.62,23.75,19.00,0.00,100.00
2564,????,???????????," 5,018 ",32.35,10.78,30.75,26.75,0.00,86.25
2564,??????,???????," 3,458 ",55.41,15.95,56.37,49.20,8.47,93.63
2564,??????,??????????," 3,450 ",30.17,12.39,28.13,28.13,3.13,100.00
2564,??????,??????????," 3,459 ",25.52,14.64,23.75,19.00,0.00,100.00
2564,??????,???????????," 3,454 ",32.21,9.88,31.50,29.50,8.25,81.50
2564,???????,???????," 5,451 ",38.22,16.05,35.99,15.54,0.00,90.78
2564,???????,??????????," 5,423 ",27.04,9.76,25.00,25.00,3.13,90.63
2564,???????,??????????," 5,407 ",20.26,9.70,19.00,19.00,0.00,95.25
2564,???????,???????????," 5,438 ",27.62,7.92,27.25,24.00,4.75,73.25
2564,????,???????," 4,624 ",40.65,16.40,38.70,27.01,4.00,91.78
2564,????,??????????," 4,605 ",27.87,10.38,28.13,25.00,0.00,100.00
2564,????,??????????," 4,608 ",20.87,11.27,19.00,19.00,0.00,100.00
2564,????,???????????," 4,614 ",28.21,8.13,27.50,24.00,5.50,76.00
2564,????????,???????," 5,433 ",37.68,15.78,35.06,20.91,5.36,87.05
2564,????????,??????????," 5,412 ",27.10,9.83,25.00,28.13,3.13,87.50
2564,????????,??????????," 5,436 ",20.05,9.28,19.00,19.00,0.00,89.25
2564,????????,???????????," 5,413 ",27.71,7.90,27.25,26.75,5.50,75.25
2565,?????????????,???????," 23,510 ",61.26,15.58,63.14,70.23,5.24,97.50
2565,?????????????,??????????," 23,441 ",44.00,21.81,37.50,28.13,3.13,100.00
2565,?????????????,??????????," 23,474 ",30.99,19.54,23.75,19.00,0.00,100.00
2565,?????????????,???????????," 23,459 ",37.73,12.04,36.25,34.25,0.00,100.00
2565,???????????,???????," 6,175 ",56.84,15.51,58.70,61.65,5.00,94.64
2565,???????????,??????????," 6,153 ",36.76,17.91,31.25,28.13,3.13,100.00
2565,???????????,??????????," 6,176 ",25.42,13.54,23.75,19.00,0.00,100.00
2565,???????????,???????????," 6,158 ",34.71,10.32,34.25,31.50,2.75,94.50
2565,???????,???????," 5,369 ",55.53,16.07,57.15,44.98,4.72,97.75
2565,???????,??????????," 5,356 ",37.47,18.29,34.38,28.13,3.13,100.00
2565,???????,??????????," 5,371 ",25.20,14.02,23.75,19.00,0.00,100.00
2565,???????,???????????," 5,364 ",34.35,10.44,33.50,28.75,6.75,97.25
2565,????????,???????," 6,365 ",57.13,16.06,58.90,69.48,8.08,98.00
2565,????????,??????????," 6,361 ",38.12,18.82,34.38,25.00,3.13,100.00
2565,????????,??????????," 6,363 ",27.49,16.79,23.75,19.00,0.00,100.00
2565,????????,???????????," 6,362 ",35.50,11.23,34.25,31.50,4.75,83.50
2565,???????????????,???????," 4,677 ",52.49,16.47,53.79,63.76,6.72,96.13
2565,???????????????,??????????," 4,667 ",30.71,13.89,28.13,25.00,3.13,100.00
2565,???????????????,??????????," 4,677 ",23.89,13.39,23.75,19.00,0.00,100.00
2565,???????????????,???????????," 4,672 ",32.64,9.86,32.00,28.75,2.75,100.00
2565,???????,???????," 1,383 ",53.99,16.12,55.82,75.84,11.80,91.88
2565,???????,??????????," 1,382 ",29.62,11.60,28.13,25.00,3.13,90.63
2565,???????,??????????," 1,385 ",23.34,12.01,19.00,19.00,0.00,95.25
2565,???????,???????????," 1,383 ",33.13,9.58,32.25,31.50,7.50,86.25
2565,??????,???????," 4,035 ",54.17,16.20,55.57,53.79,2.86,93.28
2565,??????,??????????," 4,031 ",32.92,14.65,31.25,25.00,3.13,100.00
2565,??????,??????????," 4,035 ",24.94,14.22,23.75,19.00,0.00,100.00
2565,??????,???????????," 4,032 ",33.74,10.16,33.00,31.50,5.50,80.75
2565,?????????,???????," 1,104 ",56.18,16.19,57.78,26.38,8.96,94.64
2565,?????????,??????????," 1,091 ",30.82,12.70,28.13,31.25,6.25,96.88
2565,?????????,??????????," 1,105 ",25.32,13.86,23.75,19.00,0.00,94.00
2565,?????????,???????????," 1,099 ",33.91,9.99,33.50,34.25,10.25,73.25
2565,??????,???????," 1,649 ",49.96,16.16,51.17,50.93,5.11,90.03
2565,??????,??????????," 1,646 ",29.66,12.63,28.13,25.00,3.13,90.63
2565,??????,??????????," 1,640 ",22.85,11.76,23.75,19.00,0.00,100.00
2565,??????,???????????," 1,647 ",32.42,9.71,31.50,31.50,4.00,67.75
2565,???????,???????," 4,093 ",52.83,16.18,53.90,65.01,4.75,93.13
2565,???????,??????????," 4,069 ",31.86,14.50,28.13,25.00,3.13,100.00
2565,???????,??????????," 4,081 ",23.72,12.53,23.75,19.00,0.00,100.00
2565,???????,???????????," 4,082 ",33.05,9.85,32.25,28.75,7.50,89.00
2565,??????,???????," 12,337 ",57.84,15.85,59.61,56.43,5.13,96.50
2565,??????,??????????," 12,336 ",36.80,17.69,31.25,25.00,0.00,100.00
2565,??????,??????????," 12,332 ",26.40,15.23,23.75,19.00,0.00,100.00
2565,??????,???????????," 12,332 ",35.15,10.83,34.25,34.25,4.75,89.00
2565,?????,???????," 4,766 ",58.30,15.04,59.97,63.26,6.10,95.39
2565,?????,??????????," 4,764 ",36.64,17.42,31.25,28.13,0.00,100.00
2565,?????,??????????," 4,766 ",26.52,14.46,23.75,19.00,0.00,100.00
2565,?????,???????????," 4,765 ",35.63,10.49,35.00,31.50,5.50,89.75
2565,????????,???????," 3,280 ",57.27,14.92,58.64,61.14,9.44,92.28
2565,????????,??????????," 3,268 ",34.19,16.20,31.25,25.00,3.13,100.00
2565,????????,??????????," 3,275 ",25.38,14.09,23.75,19.00,0.00,100.00
2565,????????,???????????," 3,271 ",34.70,10.32,34.25,31.50,6.75,94.50
2565,????,???????, 885 ,58.76,14.89,60.15,68.98,12.32,95.02
2565,????,??????????, 883 ,33.44,15.31,31.25,28.13,6.25,96.88
2565,????,??????????, 886 ,26.67,14.95,23.75,19.00,0.00,100.00
2565,????,???????????, 883 ,34.15,10.25,33.50,31.50,13.00,89.00
2565,??????????,???????," 4,225 ",53.50,16.48,54.95,65.39,6.10,94.13
2565,??????????,??????????," 4,186 ",32.47,14.80,28.13,25.00,0.00,100.00
2565,??????????,??????????," 4,221 ",24.28,13.20,23.75,19.00,0.00,100.00
2565,??????????,???????????," 4,198 ",33.21,10.12,32.25,26.00,5.50,97.25
2565,??????????,???????," 3,629 ",52.58,15.91,53.54,54.79,7.08,93.28
2565,??????????,??????????," 3,616 ",31.36,13.73,28.13,28.13,3.13,96.88
2565,??????????,??????????," 3,624 ",22.82,11.38,20.25,19.00,0.00,100.00
2565,??????????,???????????," 3,621 ",32.57,9.47,32.25,31.50,2.75,87.00
2565,???????,???????," 1,608 ",51.09,16.41,52.43,18.79,6.00,93.77
2565,???????,??????????," 1,596 ",29.94,12.80,28.13,25.00,6.25,100.00
2565,???????,??????????," 1,606 ",23.14,12.45,19.63,19.00,0.00,89.25
2565,???????,???????????," 1,607 ",32.51,9.77,31.50,31.50,0.00,76.75
2565,???????,???????," 3,930 ",52.18,16.02,53.53,59.65,7.08,94.64
2565,???????,??????????," 3,920 ",29.75,12.14,28.13,25.00,3.13,100.00
2565,???????,??????????," 3,926 ",22.77,10.57,23.75,19.00,0.00,95.25
2565,???????,???????????," 3,926 ",32.58,8.98,32.13,31.50,5.50,74.00
2565,??????????,???????," 16,087 ",51.51,16.44,52.81,58.53,1.00,96.13
2565,??????????,??????????," 15,967 ",30.29,12.96,28.13,25.00,3.13,100.00
2565,??????????,??????????," 16,096 ",23.16,12.19,23.75,19.00,0.00,100.00
2565,??????????,???????????," 16,021 ",32.57,9.81,31.50,31.50,2.00,100.00
2565,?????????,???????," 10,642 ",52.69,16.54,53.89,47.23,4.00,97.50
2565,?????????,??????????," 10,554 ",30.10,12.49,28.13,25.00,0.00,100.00
2565,?????????,??????????," 10,647 ",23.69,12.58,23.75,19.00,0.00,100.00
2565,?????????,???????????," 10,562 ",32.98,9.82,32.25,28.75,4.75,91.75
2565,????????,???????," 7,115 ",54.82,15.99,56.29,55.54,2.36,92.64
2565,????????,??????????," 7,065 ",30.48,12.52,28.13,25.00,0.00,100.00
2565,????????,??????????," 7,091 ",23.80,12.38,23.75,19.00,0.00,100.00
2565,????????,???????????," 7,082 ",33.65,9.61,32.75,31.50,5.50,89.00
2565,????????,???????," 11,704 ",49.46,16.63,50.35,67.11,0.00,96.75
2565,????????,??????????," 11,589 ",28.76,11.20,28.13,25.00,0.00,100.00
2565,????????,??????????," 11,680 ",22.22,11.13,19.00,19.00,0.00,100.00
2565,????????,???????????," 11,627 ",31.79,9.51,31.50,28.75,4.75,97.25
2565,???????????,???????," 15,225 ",49.07,17.40,49.99,18.29,0.00,95.39
2565,???????????,??????????," 15,066 ",28.97,12.44,28.13,25.00,0.00,100.00
2565,???????????,??????????," 15,195 ",22.58,12.02,19.00,19.00,0.00,100.00
2565,???????????,???????????," 15,126 ",31.59,9.60,30.75,26.00,2.75,100.00
2565,?????,???????," 3,657 ",50.47,16.77,51.48,20.65,5.11,94.39
2565,?????,??????????," 3,592 ",29.52,11.86,28.13,25.00,3.13,96.88
2565,?????,??????????," 3,657 ",23.04,12.07,19.00,19.00,0.00,100.00
2565,?????,???????????," 3,619 ",32.31,9.74,31.50,28.75,6.75,79.50
2565,???????,???????," 8,133 ",49.36,16.80,50.42,20.65,4.72,92.89
2565,???????,??????????," 8,069 ",28.56,11.11,28.13,25.00,0.00,100.00
2565,???????,??????????," 8,112 ",22.00,10.60,19.00,19.00,0.00,100.00
2565,???????,???????????," 8,083 ",31.47,9.11,30.75,28.75,7.50,83.50
2565,??????????,???????," 2,761 ",50.10,16.49,51.56,59.28,0.00,91.75
2565,??????????,??????????," 2,712 ",28.75,11.56,28.13,25.00,3.13,96.88
2565,??????????,??????????," 2,768 ",22.57,11.05,19.00,19.00,0.00,100.00
2565,??????????,???????????," 2,734 ",31.97,9.35,31.50,34.25,8.25,78.75
2565,??????,???????," 3,061 ",50.29,15.91,51.67,48.81,0.00,92.77
2565,??????,??????????," 3,023 ",28.04,10.26,28.13,25.00,3.13,87.50
2565,??????,??????????," 3,049 ",22.35,9.87,23.75,19.00,0.00,89.25
2565,??????,???????????," 3,044 ",32.14,9.19,31.50,31.50,2.00,77.50
2565,???????????,???????," 3,092 ",48.56,15.85,49.43,44.73,4.72,88.80
2565,???????????,??????????," 3,047 ",27.83,10.42,28.13,25.00,3.13,93.75
2565,???????????,??????????," 3,092 ",21.47,9.66,19.00,19.00,0.00,100.00
2565,???????????,???????????," 3,054 ",30.92,8.84,30.75,28.75,4.75,73.25
2565,???????,???????," 13,220 ",51.26,17.05,52.18,60.89,0.75,96.38
2565,???????,??????????," 13,088 ",31.02,14.15,28.13,25.00,3.13,100.00
2565,???????,??????????," 13,192 ",23.63,12.98,23.75,19.00,0.00,100.00
2565,???????,???????????," 13,133 ",32.51,9.88,31.50,28.75,2.75,95.25
2565,????????,???????," 9,691 ",50.46,16.56,51.71,66.37,5.22,92.53
2565,????????,??????????," 9,608 ",30.29,12.60,28.13,28.13,0.00,100.00
2565,????????,??????????," 9,660 ",23.13,11.90,22.63,19.00,0.00,100.00
2565,????????,???????????," 9,634 ",31.97,9.26,31.50,28.75,2.75,84.25
2565,???,???????," 3,690 ",49.91,16.87,50.21,57.04,4.72,93.38
2565,???,??????????," 3,636 ",29.69,12.92,28.13,25.00,6.25,100.00
2565,???,??????????," 3,690 ",23.26,13.18,19.00,19.00,0.00,100.00
2565,???,???????????," 3,655 ",32.00,9.77,31.50,31.50,2.75,86.25
2565,???????,???????," 3,790 ",51.39,17.18,52.28,57.54,2.75,96.88
2565,???????,??????????," 3,783 ",30.03,13.26,28.13,28.13,0.00,100.00
2565,???????,??????????," 3,789 ",22.91,11.64,20.25,19.00,0.00,100.00
2565,???????,???????????," 3,783 ",32.44,9.81,31.50,31.50,5.50,84.25
2565,?????????,???????," 4,884 ",52.98,17.22,54.33,63.75,0.00,95.77
2565,?????????,??????????," 4,825 ",30.78,13.14,28.13,25.00,0.00,100.00
2565,?????????,??????????," 4,886 ",24.42,13.47,23.75,19.00,0.00,100.00
2565,?????????,???????????," 4,834 ",33.65,9.98,32.75,31.50,0.00,86.25
2565,????????,???????," 7,271 ",51.42,17.28,52.56,49.70,3.50,97.00
2565,????????,??????????," 7,079 ",30.90,13.45,28.13,25.00,3.13,100.00
2565,????????,??????????," 7,280 ",24.04,13.59,23.75,19.00,0.00,100.00
2565,????????,???????????," 7,135 ",32.96,10.33,32.25,31.50,5.50,94.50
2565,?????????,???????," 6,919 ",50.12,16.27,51.03,70.11,4.74,94.50
2565,?????????,??????????," 6,799 ",28.85,11.10,28.13,25.00,0.00,100.00
2565,?????????,??????????," 6,903 ",22.25,10.92,19.00,19.00,0.00,100.00
2565,?????????,???????????," 6,844 ",31.88,9.35,31.50,31.50,2.75,86.25
2565,??????,???????," 7,617 ",51.62,16.76,53.18,66.50,0.00,96.75
2565,??????,??????????," 7,557 ",29.61,12.05,28.13,25.00,3.13,100.00
2565,??????,??????????," 7,586 ",23.25,11.72,23.75,19.00,0.00,100.00
2565,??????,???????????," 7,569 ",32.77,9.65,32.25,26.75,5.50,89.00
