YEAR_COURSE,PROV_NAME,SBJ_NAME, STUDENT_CNT ,AVG_SCORE,SD_SCORE,MED_SCORE,MOD_SCORE,MIN_SCORE,MAX_SCORE
2565,??????,???????," 4,285 ",48.88,16.32,49.98,18.29,7.08,91.03
2565,??????,??????????," 4,228 ",29.14,12.14,28.13,25.00,3.13,96.88
2565,??????,??????????," 4,289 ",22.17,10.89,19.00,19.00,0.00,100.00
2565,??????,???????????," 4,244 ",31.42,9.18,30.75,28.75,8.25,73.25
2565,????????,???????," 2,075 ",52.53,16.36,53.79,48.21,7.47,95.88
2565,????????,??????????," 2,037 ",31.71,14.26,28.13,25.00,6.25,100.00
2565,????????,??????????," 2,077 ",26.29,17.49,23.75,19.00,0.00,100.00
2565,????????,???????????," 2,058 ",34.24,11.20,33.50,34.25,2.75,89.00
2565,?????????,???????," 13,554 ",55.53,16.39,57.19,64.26,6.00,96.13
2565,?????????,??????????," 13,522 ",33.83,16.93,31.25,28.13,3.13,100.00
2565,?????????,??????????," 13,533 ",25.26,13.79,23.75,19.00,0.00,100.00
2565,?????????,???????????," 13,525 ",34.50,10.49,33.50,31.50,2.75,95.25
2565,?????,???????," 2,144 ",57.37,15.15,58.68,70.73,6.10,93.02
2565,?????,??????????," 2,132 ",33.51,13.99,31.25,28.13,3.13,100.00
2565,?????,??????????," 2,146 ",25.77,13.03,23.75,19.00,0.00,95.25
2565,?????,???????????," 2,129 ",35.17,9.92,35.00,36.25,7.50,76.75
2565,?????,???????," 3,640 ",56.77,16.82,58.56,64.01,6.49,97.13
2565,?????,??????????," 3,630 ",33.90,15.99,31.25,28.13,0.00,100.00
2565,?????,??????????," 3,640 ",26.85,16.13,23.75,19.00,0.00,100.00
2565,?????,???????????," 3,626 ",34.97,10.81,34.25,28.75,4.75,83.50
2565,?????????,???????," 2,697 ",55.78,16.26,57.28,66.25,7.25,94.64
2565,?????????,??????????," 2,696 ",32.28,14.57,28.13,25.00,3.13,100.00
2565,?????????,??????????," 2,696 ",25.17,13.88,23.75,23.75,0.00,100.00
2565,?????????,???????????," 2,697 ",34.01,10.59,33.50,28.75,8.25,89.75
2565,????,???????," 2,488 ",57.60,16.68,59.78,62.14,8.46,95.50
2565,????,??????????," 2,472 ",33.38,14.43,31.25,25.00,3.13,100.00
2565,????,??????????," 2,483 ",26.77,15.41,23.75,19.00,0.00,100.00
2565,????,???????????," 2,475 ",35.93,10.96,35.00,31.50,7.50,91.75
2565,????,???????," 3,019 ",55.92,16.38,57.79,53.57,9.83,94.89
2565,????,??????????," 3,013 ",32.84,14.34,31.25,28.13,3.13,100.00
2565,????,??????????," 3,019 ",26.34,14.80,23.75,23.75,0.00,100.00
2565,????,???????????," 3,016 ",35.05,10.67,34.25,28.75,5.50,89.00
2565,?????,???????," 3,048 ",57.27,15.20,58.71,55.18,6.61,95.27
2565,?????,??????????," 3,046 ",33.45,14.37,31.25,25.00,6.25,96.88
2565,?????,??????????," 3,046 ",26.22,14.22,23.75,23.75,0.00,100.00
2565,?????,???????????," 3,049 ",35.38,10.26,35.00,31.50,5.50,83.50
2565,????????,???????," 8,033 ",56.66,15.52,58.56,59.26,9.44,95.63
2565,????????,??????????," 7,984 ",33.30,15.28,31.25,25.00,3.13,100.00
2565,????????,??????????," 8,030 ",26.05,14.67,23.75,19.00,0.00,100.00
2565,????????,???????????," 8,002 ",34.89,10.42,34.25,31.50,5.50,97.25
2565,??????????,???????," 2,905 ",50.89,15.86,52.03,69.00,7.47,89.05
2565,??????????,??????????," 2,898 ",27.77,9.95,28.13,25.00,3.13,93.75
2565,??????????,??????????," 2,904 ",21.79,9.77,19.00,23.75,0.00,100.00
2565,??????????,???????????," 2,904 ",31.35,9.18,30.75,31.50,6.75,71.25
2565,?????????,???????," 5,638 ",53.24,16.46,54.31,56.90,7.08,96.25
2565,?????????,??????????," 5,580 ",32.22,15.12,28.13,25.00,3.13,100.00
2565,?????????,??????????," 5,654 ",24.84,14.26,23.75,19.00,0.00,100.00
2565,?????????,???????????," 5,606 ",33.57,10.31,32.25,31.50,4.00,91.75
2565,?????????,???????," 2,250 ",49.93,17.83,51.06,62.54,0.00,96.14
2565,?????????,??????????," 2,241 ",29.32,12.16,28.13,28.13,3.13,100.00
2565,?????????,??????????," 2,241 ",23.31,12.24,23.75,19.00,0.00,95.25
2565,?????????,???????????," 2,240 ",32.62,10.05,31.50,31.50,6.75,82.25
2565,?????????,???????," 6,324 ",51.00,16.23,52.04,60.15,2.36,96.50
2565,?????????,??????????," 6,265 ",29.38,11.76,28.13,25.00,0.00,96.88
2565,?????????,??????????," 6,319 ",22.80,11.14,23.75,19.00,0.00,100.00
2565,?????????,???????????," 6,266 ",32.07,9.28,31.50,31.50,5.50,86.25
2565,???,???????," 5,554 ",50.81,15.66,51.85,53.17,3.74,93.14
2565,???,??????????," 5,550 ",29.37,11.71,28.13,25.00,0.00,93.75
2565,???,??????????," 5,552 ",23.61,11.16,23.75,19.00,0.00,100.00
2565,???,???????????," 5,551 ",32.14,9.40,31.50,31.50,5.50,81.50
2565,???????,???????," 3,412 ",53.47,15.83,54.53,55.18,0.00,91.41
2565,???????,??????????," 3,404 ",29.99,11.55,28.13,28.13,3.13,90.63
2565,???????,??????????," 3,420 ",23.64,11.66,23.75,19.00,0.00,95.25
2565,???????,???????????," 3,403 ",33.18,9.60,32.25,34.25,8.25,73.25
2565,????????,???????," 5,123 ",55.38,15.78,56.51,69.23,7.60,96.39
2565,????????,??????????," 5,108 ",31.64,14.34,28.13,28.13,3.13,100.00
2565,????????,??????????," 5,123 ",25.52,15.26,23.75,19.00,0.00,100.00
2565,????????,???????????," 5,115 ",34.05,10.53,33.00,31.50,5.50,91.75
2565,??????,???????," 3,760 ",51.85,16.01,53.06,64.12,0.50,93.52
2565,??????,??????????," 3,717 ",29.44,11.86,28.13,25.00,3.13,96.88
2565,??????,??????????," 3,816 ",23.17,11.98,22.00,19.00,0.00,95.25
2565,??????,???????????," 3,764 ",32.37,9.64,31.50,34.25,2.75,76.75
2565,?????????,???????," 6,327 ",49.49,16.09,50.20,48.43,0.00,94.63
2565,?????????,??????????," 6,286 ",29.02,11.63,28.13,28.13,3.13,100.00
2565,?????????,??????????," 6,332 ",21.95,10.48,19.00,19.00,0.00,100.00
2565,?????????,???????????," 6,290 ",31.47,9.03,30.75,31.50,4.75,83.50
2565,???????,???????," 5,374 ",54.65,16.44,56.42,59.53,6.72,96.25
2565,???????,??????????," 5,353 ",32.20,13.89,28.13,25.00,0.00,100.00
2565,???????,??????????," 5,360 ",24.34,12.60,23.75,19.00,0.00,100.00
2565,???????,???????????," 5,350 ",33.92,9.81,33.50,31.50,6.75,87.00
2565,?????????,???????," 5,417 ",50.42,15.58,51.18,58.28,5.72,92.41
2565,?????????,??????????," 5,379 ",28.49,11.22,28.13,25.00,0.00,96.88
2565,?????????,??????????," 5,405 ",22.33,10.48,19.00,19.00,0.00,95.25
2565,?????????,???????????," 5,385 ",31.63,9.13,31.50,31.50,2.00,78.75
2565,??????????,???????," 2,985 ",56.56,15.63,58.39,61.75,6.10,93.88
2565,??????????,??????????," 2,964 ",32.72,14.78,31.25,28.13,3.13,100.00
2565,??????????,??????????," 2,990 ",26.13,14.50,23.75,19.00,0.00,100.00
2565,??????????,???????????," 2,959 ",35.12,10.40,34.25,31.50,5.50,78.75
2565,??????,???????," 3,381 ",59.29,16.24,61.39,73.22,10.46,95.50
2565,??????,??????????," 3,371 ",37.27,17.26,34.38,28.13,3.13,100.00
2565,??????,??????????," 3,380 ",27.73,16.03,23.75,23.75,0.00,100.00
2565,??????,???????????," 3,373 ",36.10,11.00,35.50,34.25,5.50,89.00
2565,?????????,???????," 2,365 ",55.87,14.71,57.20,52.93,8.85,94.27
2565,?????????,??????????," 2,364 ",31.77,12.75,31.25,28.13,6.25,93.75
2565,?????????,??????????," 2,363 ",23.82,11.45,23.75,19.00,0.00,94.00
2565,?????????,???????????," 2,364 ",33.58,9.51,33.50,31.50,4.75,70.50
2565,???????????,???????, 620 ,58.30,14.68,60.68,64.62,14.18,93.39
2565,???????????,??????????, 618 ,35.62,16.11,31.25,25.00,6.25,96.88
2565,???????????,??????????, 622 ,27.54,15.55,23.75,19.00,0.00,100.00
2565,???????????,???????????, 619 ,35.99,10.97,35.50,32.25,8.25,83.50
2565,????????,???????," 2,735 ",55.45,16.97,57.07,58.90,0.50,93.77
2565,????????,??????????," 2,714 ",33.01,15.40,28.13,25.00,3.13,100.00
2565,????????,??????????," 2,735 ",27.36,17.58,23.75,19.00,0.00,100.00
2565,????????,???????????," 2,715 ",34.69,11.05,33.50,28.75,4.00,84.25
2565,???????????????,???????," 3,049 ",56.12,15.81,57.67,54.93,9.96,93.14
2565,???????????????,??????????," 3,047 ",32.84,14.59,31.25,28.13,3.13,100.00
2565,???????????????,??????????," 3,046 ",24.78,12.34,23.75,19.00,0.00,90.50
2565,???????????????,???????????," 3,045 ",34.37,9.88,34.25,33.50,5.50,73.25
2565,?????????????,???????," 11,737 ",56.10,16.31,57.56,67.86,7.72,95.63
2565,?????????????,??????????," 11,676 ",31.72,14.25,28.13,25.00,3.13,100.00
2565,?????????????,??????????," 11,741 ",25.46,15.19,23.75,19.00,0.00,100.00
2565,?????????????,???????????," 11,700 ",34.53,10.57,33.50,31.50,2.75,97.25
2565,??????,???????," 4,361 ",53.20,16.21,54.39,44.59,6.10,96.38
2565,??????,??????????," 4,342 ",30.51,13.41,28.13,28.13,0.00,100.00
2565,??????,??????????," 4,354 ",22.96,12.14,19.00,19.00,0.00,100.00
2565,??????,???????????," 4,346 ",32.73,9.66,32.00,28.75,5.50,80.75
2565,?????,???????," 1,976 ",54.64,15.44,55.86,48.45,7.08,93.52
2565,?????,??????????," 1,955 ",30.36,12.87,28.13,28.13,3.13,100.00
2565,?????,??????????," 1,982 ",23.98,12.80,23.75,19.00,0.00,100.00
2565,?????,???????????," 1,966 ",33.68,9.88,33.00,34.25,5.50,76.75
2565,??????,???????," 2,554 ",57.90,16.60,59.87,64.64,7.86,95.64
2565,??????,??????????," 2,536 ",38.95,19.40,34.38,28.13,3.13,100.00
2565,??????,??????????," 2,553 ",29.12,18.49,23.75,19.00,0.00,100.00
2565,??????,???????????," 2,539 ",36.19,11.87,34.75,34.25,6.75,91.75
2565,????????????,???????," 8,750 ",54.54,16.52,56.11,55.79,2.36,95.88
2565,????????????,??????????," 8,675 ",31.79,14.48,28.13,25.00,0.00,100.00
2565,????????????,??????????," 8,759 ",24.05,13.06,23.75,19.00,0.00,100.00
2565,????????????,???????????," 8,680 ",33.90,10.15,33.50,31.50,4.75,86.25
2565,?????,???????," 1,722 ",52.03,15.57,53.23,61.15,11.44,94.38
2565,?????,??????????," 1,720 ",29.61,12.76,28.13,25.00,6.25,100.00
2565,?????,??????????," 1,722 ",22.58,11.47,19.00,19.00,0.00,89.25
2565,?????,???????????," 1,720 ",32.28,9.65,31.50,28.75,4.75,73.25
2565,?????,???????," 4,235 ",56.66,14.70,58.28,57.17,10.82,93.52
2565,?????,??????????," 4,222 ",31.82,13.74,28.13,28.13,3.13,96.88
2565,?????,??????????," 4,233 ",24.70,12.40,23.75,19.00,0.00,100.00
2565,?????,???????????," 4,230 ",34.66,9.71,34.25,31.50,7.50,78.75
2565,?????,???????," 10,253 ",54.15,17.12,55.98,66.62,7.08,95.25
2565,?????,??????????," 10,199 ",33.77,16.23,31.25,28.13,0.00,100.00
2565,?????,??????????," 10,248 ",26.45,17.22,23.75,19.00,0.00,100.00
2565,?????,???????????," 10,200 ",34.33,11.42,33.00,31.50,4.75,95.25
2565,????,???????," 2,770 ",51.92,16.27,53.17,34.12,8.08,91.66
2565,????,??????????," 2,748 ",30.23,12.10,28.13,25.00,3.13,96.88
2565,????,??????????," 2,773 ",23.77,13.18,23.75,19.00,0.00,100.00
2565,????,???????????," 2,750 ",32.67,9.90,31.50,28.75,4.75,73.25
2565,????,???????," 6,227 ",57.17,16.54,58.96,61.14,0.00,95.39
2565,????,??????????," 6,222 ",32.56,13.97,31.25,25.00,3.13,100.00
2565,????,??????????," 6,224 ",26.10,15.72,23.75,19.00,0.00,100.00
2565,????,???????????," 6,222 ",34.97,10.94,34.13,34.25,5.50,97.25
2565,??????,???????," 4,592 ",55.62,17.12,57.59,61.78,6.99,95.27
2565,??????,??????????," 4,551 ",31.26,12.90,28.13,25.00,3.13,93.75
2565,??????,??????????," 4,589 ",24.70,13.54,23.75,19.00,0.00,100.00
2565,??????,???????????," 4,550 ",33.74,9.90,32.75,28.75,0.00,80.75
2565,???????,???????," 7,911 ",38.02,16.68,35.87,13.18,1.38,93.78
2565,???????,??????????," 7,799 ",27.68,10.27,25.00,25.00,0.00,93.75
2565,???????,??????????," 7,905 ",20.12,9.55,19.00,19.00,0.00,100.00
2565,???????,???????????," 7,838 ",28.31,8.60,28.00,26.00,2.75,83.50
2565,????,???????," 6,319 ",40.32,17.21,38.49,16.91,3.38,91.38
2565,????,??????????," 6,217 ",28.25,11.02,28.13,25.00,0.00,100.00
2565,????,??????????," 6,314 ",20.61,10.28,19.00,19.00,0.00,100.00
2565,????,???????????," 6,220 ",28.94,8.90,28.00,26.00,2.75,76.00
2565,????????,???????," 7,736 ",36.57,16.32,33.73,19.27,0.00,86.52
2565,????????,??????????," 7,631 ",27.43,10.15,25.00,25.00,3.13,96.88
2565,????????,??????????," 7,740 ",19.96,9.24,19.00,19.00,0.00,95.25
2565,????????,???????????," 7,681 ",28.00,8.54,27.25,26.00,2.75,80.75
2566,?????????????,???????," 19,741 ",59.06,15.64,61.48,73.59,2.50,96.39
2566,?????????????,??????????," 19,691 ",44.07,22.05,37.50,28.13,0.00,100.00
2566,?????????????,??????????," 19,758 ",33.36,20.96,28.50,19.00,0.00,100.00
2566,?????????????,???????????," 19,699 ",34.60,12.49,32.75,31.50,0.00,97.25
2566,???????????,???????," 5,045 ",53.00,15.93,55.07,63.51,3.74,93.64
2566,???????????,??????????," 5,047 ",35.54,17.12,31.25,28.13,3.13,100.00
2566,???????????,??????????," 5,042 ",26.46,15.48,23.75,19.00,0.00,100.00
2566,???????????,???????????," 5,044 ",30.85,9.86,29.50,26.00,2.00,89.00
2566,???????,???????," 4,996 ",52.86,15.90,54.76,54.29,4.24,93.39
2566,???????,??????????," 4,976 ",36.67,18.05,31.25,28.13,3.13,100.00
2566,???????,??????????," 4,993 ",25.53,14.12,23.75,19.00,0.00,95.25
2566,???????,???????????," 4,984 ",30.39,9.41,29.50,28.75,7.50,82.25
2566,????????,???????," 6,090 ",54.36,16.05,56.64,65.37,5.22,92.89
2566,????????,??????????," 6,077 ",36.93,18.44,31.25,28.13,3.13,100.00
2566,????????,??????????," 6,106 ",28.61,18.14,23.75,19.00,0.00,100.00
2566,????????,???????????," 6,087 ",31.92,11.07,30.75,26.00,4.75,94.50
2566,???????????????,???????," 3,811 ",50.47,16.71,52.34,24.01,7.47,94.14
2566,???????????????,??????????," 3,808 ",30.71,13.78,28.13,25.00,3.13,96.88
2566,???????????????,??????????," 3,808 ",24.48,14.02,23.75,19.00,0.00,100.00
2566,???????????????,???????????," 3,811 ",29.39,9.22,28.75,26.00,4.75,87.75
2566,???????,???????," 1,382 ",49.99,16.55,51.60,49.31,8.85,88.42
2566,???????,??????????," 1,380 ",29.83,11.14,28.13,25.00,6.25,81.25
2566,???????,??????????," 1,378 ",24.24,12.99,23.75,19.00,0.00,100.00
2566,???????,???????????," 1,377 ",29.37,8.75,28.75,28.75,5.50,72.50
2566,??????,???????," 5,006 ",49.60,16.54,50.67,57.92,0.00,92.03
2566,??????,??????????," 4,997 ",31.41,14.01,28.13,28.13,3.13,100.00
2566,??????,??????????," 5,001 ",24.73,14.79,23.75,19.00,0.00,100.00
2566,??????,???????????," 4,997 ",29.90,9.20,28.75,28.75,0.00,87.00
2566,?????????,???????," 1,023 ",50.23,17.60,51.98,21.65,8.47,89.03
2566,?????????,??????????," 1,022 ",31.06,12.97,28.13,28.13,0.00,87.50
2566,?????????,??????????," 1,023 ",26.53,15.97,23.75,19.00,0.00,90.50
2566,?????????,???????????," 1,022 ",30.68,9.90,29.50,26.00,7.50,73.25
2566,??????,???????," 1,486 ",47.79,16.78,48.84,15.55,4.72,87.41
2566,??????,??????????," 1,468 ",28.95,11.61,28.13,25.00,3.13,93.75
2566,??????,??????????," 1,486 ",23.48,13.49,19.00,19.00,0.00,90.50
2566,??????,???????????," 1,471 ",29.20,8.65,28.75,28.75,8.25,81.50
2566,???????,???????," 3,492 ",51.30,16.38,53.55,21.65,7.47,89.16
2566,???????,??????????," 3,473 ",31.98,13.93,28.13,28.13,3.13,100.00
2566,???????,??????????," 3,483 ",24.35,13.78,23.75,19.00,0.00,100.00
2566,???????,???????????," 3,481 ",29.62,9.05,28.75,28.75,2.75,83.50
2566,??????,???????," 14,261 ",54.35,15.99,56.40,69.86,3.74,93.89
2566,??????,??????????," 14,241 ",35.59,17.07,31.25,28.13,3.13,100.00
2566,??????,??????????," 14,240 ",27.14,16.19,23.75,19.00,0.00,100.00
2566,??????,???????????," 14,245 ",31.33,10.13,30.25,28.75,2.75,94.50
2566,?????,???????," 5,699 ",54.04,16.07,55.78,56.79,6.72,92.64
2566,?????,??????????," 5,690 ",35.25,16.95,31.25,28.13,3.13,96.88
2566,?????,??????????," 5,693 ",27.09,15.99,23.75,19.00,0.00,100.00
2566,?????,???????????," 5,692 ",31.19,10.26,30.00,28.75,6.75,92.50
2566,????????,???????," 2,933 ",54.05,15.36,55.90,66.37,7.47,91.39
2566,????????,??????????," 2,931 ",33.67,15.68,31.25,28.13,6.25,100.00
2566,????????,??????????," 2,928 ",27.21,15.79,23.75,23.75,0.00,100.00
2566,????????,???????????," 2,931 ",30.88,9.86,29.50,28.75,4.75,81.50
2566,????,???????, 744 ,56.68,15.19,59.07,64.01,10.13,86.95
2566,????,??????????, 745 ,34.43,15.43,31.25,25.00,9.38,96.88
2566,????,??????????, 743 ,28.95,15.84,25.00,23.75,0.00,100.00
2566,????,???????????, 745 ,32.56,10.23,31.50,33.50,9.50,94.50
2566,??????????,???????," 4,421 ",50.88,16.48,53.14,60.26,0.50,89.91
2566,??????????,??????????," 4,403 ",31.82,14.14,28.13,25.00,3.13,96.88
2566,??????????,??????????," 4,415 ",25.04,14.17,23.75,19.00,0.00,100.00
2566,??????????,???????????," 4,411 ",29.96,9.12,28.75,26.00,4.75,80.25
2566,??????????,???????," 2,923 ",50.52,15.90,52.46,49.40,2.36,90.78
2566,??????????,??????????," 2,913 ",31.64,13.84,28.13,28.13,3.13,96.88
2566,??????????,??????????," 2,918 ",24.29,12.55,23.75,19.00,0.00,100.00
2566,??????????,???????????," 2,913 ",29.61,8.94,28.75,28.75,4.75,90.50
2566,???????,???????," 1,529 ",48.14,16.89,48.84,19.66,8.46,88.92
2566,???????,??????????," 1,528 ",29.96,13.19,28.13,25.00,6.25,90.63
2566,???????,??????????," 1,529 ",23.64,13.14,23.75,19.00,0.00,90.50
2566,???????,???????????," 1,529 ",29.30,8.89,28.75,26.00,4.75,65.75
2566,???????,???????," 3,765 ",50.41,15.90,52.06,26.37,6.10,89.05
2566,???????,??????????," 3,716 ",30.45,12.12,28.13,28.13,0.00,93.75
2566,???????,??????????," 3,756 ",22.85,11.70,19.00,19.00,0.00,100.00
2566,???????,???????????," 3,711 ",29.00,8.79,28.75,23.25,5.50,84.25
2566,??????????,???????," 13,910 ",50.09,16.65,51.56,27.74,0.00,96.02
2566,??????????,??????????," 13,834 ",30.20,12.79,28.13,28.13,0.00,100.00
2566,??????????,??????????," 13,907 ",23.88,13.32,23.75,19.00,0.00,100.00
2566,??????????,???????????," 13,841 ",29.41,9.12,28.75,28.75,2.75,95.25
2566,?????????,???????," 10,297 ",51.59,16.40,53.43,67.11,0.00,91.03
2566,?????????,??????????," 10,229 ",30.12,11.99,28.13,28.13,0.00,96.88
2566,?????????,??????????," 10,278 ",24.67,13.80,23.75,19.00,0.00,100.00
2566,?????????,???????????," 10,243 ",29.54,9.15,28.75,28.75,2.75,94.50
2566,????????,???????," 6,201 ",55.17,16.55,57.76,31.09,4.72,92.52
2566,????????,??????????," 6,184 ",30.98,12.65,28.13,28.13,3.13,96.88
2566,????????,??????????," 6,195 ",25.85,14.89,23.75,19.00,0.00,100.00
2566,????????,???????????," 6,187 ",29.94,9.48,28.75,28.75,2.75,87.75
2566,????????,???????," 10,865 ",47.78,16.79,48.75,19.29,4.72,89.28
2566,????????,??????????," 10,746 ",28.69,10.98,28.13,25.00,3.13,100.00
2566,????????,??????????," 10,812 ",22.98,12.39,20.25,19.00,0.00,100.00
2566,????????,???????????," 10,778 ",28.60,8.78,28.00,26.00,4.75,94.50
2566,???????????,???????," 13,582 ",47.01,17.55,47.82,21.65,2.36,93.52
2566,???????????,??????????," 13,369 ",28.75,11.15,28.13,25.00,3.13,100.00
2566,???????????,??????????," 13,527 ",22.76,12.27,19.00,19.00,0.00,100.00
2566,???????????,???????????," 13,433 ",28.46,8.74,28.00,26.00,4.75,89.75
2566,?????,???????," 3,307 ",48.41,16.78,49.70,20.66,7.08,90.66
2566,?????,??????????," 3,216 ",29.41,11.53,28.13,25.00,3.13,90.63
2566,?????,??????????," 3,294 ",24.20,13.27,23.75,19.00,0.00,100.00
2566,?????,???????????," 3,274 ",29.23,8.90,28.75,28.75,5.50,83.50
2566,???????,???????," 7,411 ",47.50,16.84,48.51,27.74,0.00,90.66
2566,???????,??????????," 7,328 ",28.76,11.18,28.13,25.00,3.13,100.00
2566,???????,??????????," 7,393 ",23.10,12.07,23.75,19.00,0.00,100.00
2566,???????,???????????," 7,356 ",28.53,8.79,28.00,28.75,2.75,89.75
2566,??????????,???????," 2,219 ",48.39,16.91,49.07,21.63,2.86,88.41
2566,??????????,??????????," 2,160 ",29.14,11.52,28.13,25.00,6.25,96.88
2566,??????????,??????????," 2,210 ",23.55,13.01,23.75,23.75,0.00,95.25
2566,??????????,???????????," 2,180 ",29.06,8.73,28.75,26.00,2.00,78.00
2566,??????,???????," 2,196 ",49.01,16.32,50.50,48.43,7.08,87.16
2566,??????,??????????," 2,158 ",28.71,10.99,28.13,25.00,0.00,96.88
2566,??????,??????????," 2,190 ",22.77,11.34,20.25,19.00,0.00,84.50
2566,??????,???????????," 2,180 ",28.92,8.17,28.75,26.00,2.75,67.75
2566,???????????,???????," 2,970 ",47.47,16.39,48.14,68.00,4.00,90.27
2566,???????????,??????????," 2,920 ",28.42,10.18,28.13,28.13,3.13,90.63
2566,???????????,??????????," 2,950 ",21.83,11.14,19.00,19.00,0.00,95.25
2566,???????????,???????????," 2,933 ",28.11,8.21,27.50,26.00,2.75,76.00
2566,???????,???????," 11,747 ",49.89,16.96,51.43,27.74,1.50,92.88
2566,???????,??????????," 11,632 ",31.05,13.84,28.13,28.13,0.00,100.00
2566,???????,??????????," 11,734 ",24.99,14.50,23.75,19.00,0.00,100.00
2566,???????,???????????," 11,671 ",29.80,9.43,28.75,28.75,2.75,94.50
2566,????????,???????," 8,581 ",49.69,17.32,51.28,17.91,1.25,91.39
2566,????????,??????????," 8,530 ",30.43,12.88,28.13,28.13,0.00,96.88
2566,????????,??????????," 8,558 ",24.50,13.86,23.75,19.00,0.00,100.00
2566,????????,???????????," 8,540 ",29.38,9.22,28.75,26.00,2.75,94.50
2566,???,???????," 3,372 ",47.64,17.35,48.53,23.02,1.00,93.89
2566,???,??????????," 3,329 ",29.87,12.85,28.13,25.00,3.13,96.88
2566,???,??????????," 3,351 ",24.07,14.60,19.00,19.00,0.00,95.25
2566,???,???????????," 3,344 ",29.23,9.25,28.75,23.25,4.75,94.50
2566,???????,???????," 3,023 ",50.79,17.17,52.31,58.15,6.10,92.16
2566,???????,??????????," 3,020 ",30.39,12.72,28.13,25.00,6.25,100.00
2566,???????,??????????," 3,009 ",23.90,12.93,23.75,19.00,0.00,100.00
2566,???????,???????????," 3,023 ",29.33,8.87,28.75,31.50,2.75,94.50
2566,?????????,???????," 4,657 ",50.31,17.06,52.07,27.74,0.50,89.30
2566,?????????,??????????," 4,602 ",29.82,12.12,28.13,25.00,3.13,100.00
2566,?????????,??????????," 4,651 ",25.42,14.96,23.75,19.00,0.00,100.00
2566,?????????,???????????," 4,616 ",30.23,9.91,29.25,28.75,5.50,94.50
2566,????????,???????," 5,814 ",50.59,17.09,52.48,24.01,2.50,93.39
2566,????????,??????????," 5,675 ",30.86,13.08,28.13,25.00,3.13,100.00
2566,????????,??????????," 5,807 ",25.37,15.32,23.75,19.00,0.00,100.00
2566,????????,???????????," 5,709 ",30.11,10.30,28.75,26.00,2.75,94.50
2566,?????????,???????," 6,020 ",48.27,16.33,49.28,26.37,2.00,89.67
2566,?????????,??????????," 5,876 ",28.77,10.74,28.13,28.13,0.00,96.88
2566,?????????,??????????," 5,996 ",22.94,11.95,22.00,19.00,0.00,100.00
2566,?????????,???????????," 5,919 ",28.62,8.50,28.00,26.00,2.75,80.75
2566,??????,???????," 7,183 ",49.91,17.18,51.70,24.01,3.74,93.64
2566,??????,??????????," 7,070 ",29.83,12.19,28.13,25.00,0.00,96.88
2566,??????,??????????," 7,145 ",23.90,12.83,23.75,19.00,0.00,100.00
2566,??????,???????????," 7,088 ",29.20,8.77,28.75,26.00,0.00,91.75
2566,??????,???????," 4,409 ",46.18,16.53,47.21,24.01,6.72,89.28
2566,??????,??????????," 4,354 ",29.23,10.90,28.13,28.13,3.13,93.75
2566,??????,??????????," 4,405 ",23.17,12.21,23.75,19.00,0.00,95.25
2566,??????,???????????," 4,372 ",28.59,8.26,28.00,26.00,5.50,78.75
2566,????????,???????," 1,833 ",52.64,15.87,54.48,58.39,6.00,90.16
2566,????????,??????????," 1,741 ",32.36,14.51,28.13,28.13,3.13,93.75
2566,????????,??????????," 1,804 ",27.81,18.41,23.75,19.00,0.00,100.00
2566,????????,???????????," 1,788 ",31.46,10.74,29.75,28.75,6.75,91.75
2566,?????????,???????," 12,950 ",53.75,17.00,56.09,25.38,3.74,93.28
2566,?????????,??????????," 12,907 ",34.17,16.56,31.25,25.00,3.13,100.00
2566,?????????,??????????," 12,930 ",26.90,15.73,23.75,19.00,0.00,100.00
2566,?????????,???????????," 12,915 ",30.86,9.94,29.50,31.50,0.00,98.00
2566,?????,???????," 1,818 ",53.76,16.55,56.53,54.67,6.10,92.38
2566,?????,??????????," 1,816 ",30.99,12.58,28.13,28.13,3.13,93.75
2566,?????,??????????," 1,810 ",26.39,14.06,23.75,23.75,0.00,95.25
2566,?????,???????????," 1,816 ",30.10,9.01,29.25,26.00,6.75,86.25
2566,?????,???????," 3,322 ",54.32,16.32,56.14,65.01,4.72,93.14
2566,?????,??????????," 3,308 ",33.03,15.32,28.13,28.13,3.13,96.88
2566,?????,??????????," 3,322 ",27.54,16.58,23.75,19.00,0.00,100.00
2566,?????,???????????," 3,307 ",31.08,10.40,29.50,28.75,5.50,94.50
2566,?????????,???????," 2,498 ",54.31,15.79,56.68,60.67,4.00,87.77
2566,?????????,??????????," 2,483 ",32.36,13.95,28.13,25.00,0.00,100.00
2566,?????????,??????????," 2,497 ",26.09,14.20,23.75,23.75,0.00,100.00
2566,?????????,???????????," 2,490 ",30.67,9.52,29.50,26.00,8.25,81.50
2566,????,???????," 2,452 ",55.77,15.72,58.16,53.92,8.85,94.00
2566,????,??????????," 2,446 ",33.31,14.88,31.25,28.13,3.13,96.88
2566,????,??????????," 2,448 ",28.31,16.89,23.75,23.75,0.00,100.00
2566,????,???????????," 2,444 ",32.89,11.27,31.50,26.75,4.75,87.00
2566,????,???????," 2,783 ",54.47,16.32,56.56,22.63,6.10,89.52
2566,????,??????????," 2,770 ",32.45,13.71,31.25,28.13,3.13,96.88
2566,????,??????????," 2,774 ",29.28,17.92,23.75,19.00,0.00,100.00
